#Source = https://coinmarketcap.com/all/views/all/,Retrieved: 21/10/20,,,,,,,,,,
Rank,Name,Symbol,Market Cap,Markey Cap (cleaned),Price,Circulating Supply,Circulating (cleaned),Volume (24h),% 1h,% 24h,% 7d
1504,Business Credit Substitute,BCS,"$331,298 ",331298,$0.19 ,"1,775,711 BCS *",1775711,"$2,693 ",-0.09%,3.41%,0.41%
1505,DeltaChain,DELTA,"$327,833 ",327833,$0.00 ,"7,500,000,000 DELTA *",7500000000,$?,1.82%,3.80%,9.45%
1506,PHI Token,PHI,"$326,847 ",326847,$0.06 ,"5,828,254 PHI *",5828254,$387 ,4.28%,1.88%,-6.57%
1507,RED,RED,"$327,174 ",327174,$0.00 ,"130,000,009 RED *",130000009,"$10,309 ",2.23%,20.22%,39.67%
1508,Aeryus,AER,"$327,947 ",327947,$0.03 ,"12,292,955 AER *",12292955,$0.37 ,4.35%,201.13%,174.87%
1509,Golos Blockchain,GLS,"$323,427 ",323427,$0.00 ,"266,185,098 GLS *",266185098,$309 ,1.76%,3.79%,-11.04%
1510,Sakura Bloom,SKB,"$323,835 ",323835,$0.00 ,"2,582,965,294 SKB *",2582965294,"$10,508 ",-31.06%,-6.00%,-45.55%
1511,Trittium,TRTT,"$323,174 ",323174,$0.00 ,"128,915,825 TRTT *",128915825,$603 ,1.56%,-4.91%,-8.79%
1512,Swing,SWING,"$322,042 ",322042,$0.07 ,"4,864,780 SWING",4864780,$?,1.78%,4.10%,-5.08%
1513,Proxeus,XES,"$319,635 ",319635,$0.00 ,"280,766,666 XES *",280766666,$?,2.24%,0.06%,-40.46%
1514,Bob's Repair,BOB,"$313,750 ",313750,$0.00 ,"183,640,758 BOB *",183640758,"$12,355 ",0.59%,-1.15%,-3.75%
1515,Pakcoin,PAK,"$317,778 ",317778,$0.00 ,"68,594,750 PAK",68594750,$2 ,1.78%,4.10%,9.52%
1516,TigerCash,TCH,"$318,501 ",318501,$0.01 ,"55,999,900 TCH *",55999900,"$1,986,412 ",-0.26%,3.78%,4.30%
1517,Devery,EVE,"$313,669 ",313669,$0.00 ,"62,917,136 EVE *",62917136,"$11,382 ",2.73%,2.12%,3.82%
1518,Libertas Token,LIBERTAS,"$316,506 ",316506,$0.00 ,"84,182,142 LIBERTAS *",84182142,"$2,235 ",1.71%,-3.86%,-12.32%
1519,LYNC Network,LYNC,"$316,326 ",316326,$0.55 ,"575,244 LYNC *",575244,$?,1.76%,-0.19%,-1.39%
1520,RigoBlock,GRG,"$314,124 ",314124,$0.80 ,"394,206 GRG *",394206,$63 ,2.24%,-4.61%,-47.97%
1521,Equal,EQL,"$314,287 ",314287,$0.00 ,"331,244,650 EQL *",331244650,"$1,092 ",4.73%,-3.74%,-32.03%
1522,CYBR Token,CYBR,"$313,156 ",313156,$0.01 ,"37,410,463 CYBR *",37410463,$?,2.24%,0.06%,-0.90%
1523,Cryptrust,CTRT,"$310,840 ",310840,$0.00 ,"7,092,756,485 CTRT *",7092756485,$?,1.82%,3.79%,6.04%
1524,FlypMe,FYP,"$309,344 ",309344,$0.02 ,"17,638,681 FYP *",17638681,"$32,905 ",2.06%,2.41%,18.36%
1525,SafeCapital,SCAP,"$307,344 ",307344,$0.17 ,"1,852,870 SCAP *",1852870,"$1,043,092 ",0.00%,2.57%,44.79%
1526,savedroid,SVD,"$306,030 ",306030,$0.00 ,"2,688,339,238 SVD *",2688339238,$?,2.24%,0.06%,-0.98%
1527,Lisk Machine Learning,LML,"$300,598 ",300598,$0.00 ,"120,000,000 LML *",120000000,$151 ,0.16%,-2.61%,31.95%
1528,Etherparty,FUEL,"$300,598 ",300598,$0.00 ,"1,000,000,000 FUEL *",1000000000,$470 ,-23.62%,-24.90%,-24.93%
1529,Trinity Network Credit,TNC,"$300,423 ",300423,$0.00 ,"333,333,333 TNC *",333333333,$488 ,0.02%,-5.19%,-3.24%
1530,imbrex,REX,"$300,378 ",300378,$0.03 ,"8,660,756 REX *",8660756,$44 ,1.86%,-10.64%,-10.67%
1531,Ether-1,ETHO,"$299,568 ",299568,$0.01 ,"49,328,506 ETHO",49328506,"$16,093 ",-5.80%,8.65%,4.86%
1532,TerraCredit,CREDIT,"$300,723 ",300723,$0.00 ,"79,576,182 CREDIT *",79576182,"$196,759 ",-2.90%,-5.37%,-19.82%
1533,HashCoin,HSC,"$297,201 ",297201,$0.00 ,"12,863,911,326 HSC *",12863911326,"$4,265 ",0.07%,0.16%,-4.24%
1534,Startcoin,START,"$296,625 ",296625,$0.01 ,"45,079,785 START",45079785,$?,0.34%,0.90%,-2.13%
1535,Ultimate Secure Cash,USC,"$296,325 ",296325,$0.03 ,"10,343,113 USC",10343113,$340 ,-0.34%,-3.31%,-0.56%
1536,VouchForMe,IPL,"$295,951 ",295951,$0.00 ,"243,000,000 IPL *",243000000,"$27,969 ",1.80%,12.26%,32.99%
1537,EncryptoTel [WAVES],ETT,"$295,409 ",295409,$0.00 ,"62,131,190 ETT *",62131190,$345 ,1.78%,4.10%,3.97%
1538,Dovu,DOV,"$294,494 ",294494,$0.00 ,"458,391,555 DOV *",458391555,$916 ,2.01%,-4.10%,-15.08%
1539,Fortuna,FOTA,"$290,961 ",290961,$0.00 ,"479,997,016 FOTA *",479997016,"$1,023,859 ",7.12%,-3.39%,6.05%
1540,DATx,DATX,"$290,580 ",290580,$0.00 ,"1,391,302,551 DATX *",1391302551,"$100,572 ",-1.01%,-1.80%,-1.32%
1541,Electrify.Asia,ELEC,"$290,109 ",290109,$0.00 ,"529,591,779 ELEC *",529591779,$270 ,0.02%,1.19%,-18.81%
1542,OracleChain,OCT,"$239,056 ",239056,$0.01 ,"30,000,000 OCT *",30000000,"$34,380 ",-15.47%,-12.44%,-23.83%
1543,Datawallet,DXT,"$290,220 ",290220,$0.00 ,"390,222,225 DXT *",390222225,"$9,198 ",2.24%,0.58%,-0.98%
1544,Friendz,FDZ,"$279,761 ",279761,$0.00 ,"519,155,845 FDZ *",519155845,"$67,108 ",0.82%,-8.72%,-13.26%
1545,IXT,IXT,"$282,654 ",282654,$0.01 ,"35,778,844 IXT *",35778844,$3 ,0.06%,15.91%,11.49%
1546,Scorum Coins,SCR,"$288,891 ",288891,$0.01 ,"29,265,075 SCR *",29265075,"$5,944 ",-11.13%,-25.35%,1.24%
1547,Infinitus Token,INF,"$279,537 ",279537,$0.01 ,"30,085,240 INF *",30085240,"$5,810 ",-0.04%,-6.34%,-14.69%
1548,NeuroChain,NCC,"$277,349 ",277349,$0.00 ,"438,094,052 NCC *",438094052,"$35,421 ",1.65%,-12.30%,-7.25%
1549,Pesetacoin,PTC,"$277,344 ",277344,$0.00 ,"142,183,249 PTC",142183249,$3 ,1.79%,18.13%,13.75%
1550,Freicoin,FRC,"$277,086 ",277086,$0.00 ,"56,820,393 FRC",56820393,$10 ,1.79%,4.10%,-14.69%
1551,StarCurve,XSTAR,"$277,291 ",277291,$0.06 ,"4,913,865 XSTAR *",4913865,$?,0.02%,0.08%,-45.77%
1552,Ignition,IC,"$275,611 ",275611,$0.20 ,"1,345,670 IC",1345670,$113 ,1.79%,55.69%,-12.76%
1553,Stox,STX,"$275,552 ",275552,$0.01 ,"50,884,200 STX *",50884200,$11 ,1.75%,40.39%,-13.91%
1554,Quasarcoin,QAC,"$276,004 ",276004,$0.00 ,"168,449,705 QAC",168449705,"$5,322 ",11.16%,3.04%,8.52%
1555,Ryo Currency,RYO,"$275,176 ",275176,$0.01 ,"24,395,115 RYO",24395115,$451 ,0.88%,5.85%,10.14%
1556,WIZBL,WBL,"$274,304 ",274304,$0.00 ,"150,000,000 WBL *",150000000,$?,1.79%,4.10%,-0.03%
1557,Shadow Token,SHDW,"$273,084 ",273084,$0.04 ,"7,000,000 SHDW *",7000000,$0.00 ,1.79%,-43.44%,-40.45%
1558,PAYCENT,PYN,"$272,079 ",272079,$0.00 ,"85,310,628 PYN *",85310628,$27 ,1.63%,-3.57%,-5.73%
1559,YFFII Finance,YFFII,"$271,620 ",271620,$15.92 ,"17,060 YFFII *",17060,"$163,402 ",0.13%,-1.92%,-8.77%
1560,4THPILLAR TECHNOLOGIES,FOUR,"$267,501 ",267501,$0.00 ,"126,901,359 FOUR *",126901359,"$532,457 ",-2.26%,-5.26%,-27.19%
1561,Energycoin,ENRG,"$268,435 ",268435,$0.00 ,"122,325,446 ENRG",122325446,$55 ,1.79%,4.10%,6.64%
1562,Chronologic,DAY,"$268,024 ",268024,$0.23 ,"1,167,926 DAY *",1167926,$322 ,1.69%,-7.55%,-0.81%
1563,Coinsuper Ecosystem Network,CEN,"$262,803 ",262803,$0.00 ,"358,497,293 CEN *",358497293,$477 ,-5.90%,6.95%,-10.70%
1564,Transcodium,TNS,"$234,078 ",234078,$0.00 ,"79,540,976 TNS *",79540976,"$403,811 ",-14.30%,-21.95%,-5.42%
1565,Ether Zero,ETZ,"$259,236 ",259236,$0.00 ,"174,873,660 ETZ",174873660,"$195,558 ",-1.93%,-6.23%,36.06%
1566,LunchMoney,LMY,"$262,639 ",262639,$0.00 ,"72,053,067 LMY *",72053067,"$2,245 ",2.00%,4.68%,29.46%
1567,Birake,BIR,"$261,829 ",261829,$0.00 ,"89,186,893 BIR",89186893,"$17,357 ",4.49%,1.51%,2.78%
1568,Yocoin,YOC,"$259,182 ",259182,$0.00 ,"369,659,255 YOC",369659255,"$8,901 ",9.77%,18.50%,-61.13%
1569,Typerium,TYPE,"$258,769 ",258769,$0.00 ,"1,623,694,602 TYPE *",1623694602,$0.00 ,2.24%,-72.59%,-74.57%
1570,MargiX,MGX,"$258,598 ",258598,$0.01 ,"21,580,130 MGX *",21580130,$?,2.24%,0.06%,-0.90%
1571,BiblePay,BBP,"$265,787 ",265787,$0.00 ,"2,552,987,248 BBP",2552987248,"$17,306 ",33.98%,14.44%,0.73%
1572,Memetic / PepeCoin,MEME,"$254,940 ",254940,$0.01 ,"29,873,823 MEME",29873823,$483 ,1.79%,-0.18%,-11.14%
1573,DecentBet,DBET,"$255,319 ",255319,$0.00 ,"188,632,973 DBET *",188632973,$44 ,1.99%,-20.30%,-13.85%
1574,Ethereum Gold,ETG,"$160,071 ",160071,$0.01 ,"20,199,973 ETG *",20199973,"$5,920 ",-42.47%,-52.35%,14.89%
1575,Megacoin,MEC,"$253,422 ",253422,$0.01 ,"39,220,895 MEC",39220895,$9 ,1.79%,10.34%,-2.56%
1576,Rivetz,RVT,"$251,720 ",251720,$0.01 ,"26,244,468 RVT *",26244468,$?,-0.16%,-12.45%,-42.16%
1577,BitCash,BITC,"$252,581 ",252581,$0.01 ,"22,198,153 BITC",22198153,"$366,495 ",-0.23%,0.19%,-9.70%
1578,Zeepin,ZPT,"$250,365 ",250365,$0.00 ,"500,000,000 ZPT *",500000000,$10 ,0.02%,25.10%,-32.39%
1579,Unify,UNIFY,"$248,303 ",248303,$0.01 ,"18,185,085 UNIFY *",18185085,"$3,188 ",1.79%,51.42%,34.19%
1580,Ubricoin,UBN,"$248,361 ",248361,$0.00 ,"2,337,584,182 UBN *",2337584182,$25 ,6.03%,-9.62%,-53.53%
1581,EncrypGen,DNA,"$246,468 ",246468,$0.00 ,"67,029,877 DNA *",67029877,$?,2.24%,0.06%,-77.02%
1582,Thrive Token,THRT,"$245,092 ",245092,$0.00 ,"103,246,212 THRT *",103246212,"$7,339 ",1.79%,92.51%,3.82%
1583,Neutrino System Base Token,NSBT,"$245,588 ",245588,$2.11 ,"116,501 NSBT *",116501,"$65,627 ",2.88%,2.83%,97.78%
1584,Switch,ESH,"$245,047 ",245047,$0.02 ,"11,522,675 ESH *",11522675,"$498,586 ",0.53%,-1.30%,4.82%
1585,TOKPIE,TKP,"$244,498 ",244498,$0.01 ,"28,714,064 TKP *",28714064,$170 ,2.24%,-1.65%,1.31%
1586,BUZZCoin,BUZZ,"$243,825 ",243825,$0.00 ,"20,000,000,000 BUZZ",20000000000,$0.32 ,1.79%,4.10%,6.64%
1587,Orbit Chain,ORC,"$243,472 ",243472,$0.04 ,"5,445,893 ORC *",5445893,"$164,551 ",1.83%,5.63%,-6.34%
1588,AudioCoin,ADC,"$239,128 ",239128,$0.00 ,"980,733,271 ADC",980733271,$?,1.79%,4.10%,6.64%
1589,TrueDeck,TDP,"$238,823 ",238823,$0.01 ,"30,717,516 TDP *",30717516,"$32,101 ",3.44%,6.68%,3.59%
1590,BZEdge,BZE,"$238,669 ",238669,$0.00 ,"2,995,148,750 BZE",2995148750,$73 ,2.24%,-17.41%,-22.98%
1591,Chi Gastoken,CHI,"$238,887 ",238887,$0.28 ,"853,394 CHI *",853394,"$39,410 ",1.22%,6.99%,-8.91%
1592,Simple Software Solutions,SSS,"$237,931 ",237931,$0.19 ,"1,260,754 SSS *",1260754,$9 ,1.79%,0.72%,53.41%
1593,Rentberry,BERRY,"$237,633 ",237633,$0.00 ,"301,431,307 BERRY *",301431307,$72 ,1.78%,22.37%,30.54%
1594,ArdCoin,ARDX,"$237,078 ",237078,$0.00 ,"277,807,957 ARDX *",277807957,$0.01 ,1.78%,4.10%,24.41%
1595,Swarm City,SWT,"$244,496 ",244496,$0.03 ,"8,536,073 SWT *",8536073,"$3,781 ",2.16%,1.50%,5.58%
1596,Crypton,CRP,"$236,785 ",236785,$0.09 ,"2,539,855 CRP",2539855,"$15,837 ",-1.75%,-4.45%,-11.47%
1597,KekCoin,KEK,"$236,470 ",236470,$0.02 ,"10,716,385 KEK *",10716385,$?,1.79%,4.10%,46.22%
1598,MAX Exchange Token,MAX,"$235,143 ",235143,$0.13 ,"1,798,551 MAX *",1798551,"$8,355 ",0.44%,0.16%,-0.81%
1599,Starbase,STAR,"$234,787 ",234787,$0.00 ,"187,500,000 STAR *",187500000,"$5,513 ",2.24%,-10.02%,-18.24%
1600,Alchemint Standards,SDS,"$233,382 ",233382,$0.00 ,"317,946,798 SDS *",317946798,$232 ,2.24%,5.68%,-36.15%
1601,Eristica,ERT,"$231,287 ",231287,$0.00 ,"172,467,627 ERT *",172467627,$?,1.79%,4.10%,6.64%
1602,HelloGold,HGT,"$228,672 ",228672,$0.00 ,"263,034,654 HGT *",263034654,$18 ,1.78%,18.05%,-7.21%
1603,Fyooz,FYZ,"$228,808 ",228808,$0.19 ,"1,196,629 FYZ *",1196629,"$148,582 ",0.38%,-0.45%,-34.89%
1604,Nerva,XNV,"$228,215 ",228215,$0.01 ,"17,017,723 XNV",17017723,$266 ,1.78%,-1.29%,-15.00%
1605,DopeCoin,DOPE,"$227,919 ",227919,$0.00 ,"116,845,228 DOPE *",116845228,"$6,183 ",1.78%,4.10%,6.64%
1606,Coin Lion,LION,"$227,869 ",227869,$0.01 ,"32,226,096 LION *",32226096,$?,1.78%,4.10%,-47.28%
1607,LanaCoin,LANA,"$227,429 ",227429,$0.00 ,"1,877,611,822 LANA",1877611822,$49 ,0.02%,3.81%,48.17%
1608,PTON,PTON,"$226,925 ",226925,$0.00 ,"14,950,794,349 PTON *",14950794349,$39 ,2.24%,0.02%,-43.42%
1609,Decentralized Machine Learning,DML,"$225,351 ",225351,$0.00 ,"272,937,007 DML *",272937007,"$5,667 ",1.80%,-1.06%,-2.56%
1610,Arbidex,ABX,"$225,238 ",225238,$0.01 ,"20,354,622 ABX *",20354622,"$64,258 ",2.61%,-9.64%,10.32%
1611,Goldcoin,GLC,"$223,483 ",223483,$0.01 ,"41,662,072 GLC",41662072,$157 ,-0.48%,-13.58%,23.47%
1612,GoNetwork,GOT,"$221,691 ",221691,$0.00 ,"71,994,620 GOT *",71994620,"$12,706 ",1.80%,-3.78%,-8.15%
1613,Bezop,BEZ,"$210,626 ",210626,$0.00 ,"55,685,931 BEZ *",55685931,"$800,161 ",-3.43%,-2.95%,4.95%
1614,Maverick Chain,MVC,"$221,628 ",221628,$0.00 ,"106,936,231 MVC *",106936231,"$1,895 ",1.78%,17.98%,-17.60%
1615,MyBit,MYB,"$220,318 ",220318,$0.00 ,"157,187,027 MYB *",157187027,"$1,212 ",-0.13%,0.08%,-47.34%
1616,CoinFi,COFI,"$220,901 ",220901,$0.00 ,"213,428,034 COFI *",213428034,"$3,252 ",-6.21%,-19.83%,-24.48%
1617,CryCash,CRC,"$219,898 ",219898,$0.05 ,"4,809,936 CRC *",4809936,$307 ,-0.08%,-1.42%,4.14%
1618,Qredit,XQR,"$218,412 ",218412,$0.00 ,"670,472,650 XQR *",670472650,"$2,520 ",-1.25%,2.24%,-4.91%
1619,BioCoin,BIO,"$218,236 ",218236,$0.00 ,"845,785,803 BIO *",845785803,$?,2.24%,0.06%,-0.98%
1620,Coinlancer,CL,"$217,913 ",217913,$0.00 ,"79,619,229 CL *",79619229,$?,2.04%,1.82%,2.28%
1621,Swap,XWP,"$213,645 ",213645,$0.02 ,"8,738,504 XWP *",8738504,"$82,553 ",0.88%,-1.20%,-8.89%
1622,Yearn Finance Bit,YFBT,"$213,674 ",213674,$309.22 ,691 YFBT *,691,"$110,247 ",-5.16%,4.21%,16.23%
1623,Blocktrade Token,BTT,"$211,547 ",211547,$0.00 ,"55,750,494 BTT *",55750494,$?,2.24%,0.06%,-60.39%
1624,SmileyCoin,SMLY,"$211,201 ",211201,$0.00 ,"15,806,193,400 SMLY",15806193400,$175 ,0.20%,1.52%,3.38%
1625,x42 Protocol,X42,"$207,646 ",207646,$0.01 ,"18,930,748 X42 *",18930748,"$9,407 ",1.77%,-9.02%,-9.33%
1626,Stabilize,STBZ,"$208,558 ",208558,$1.57 ,"133,000 STBZ *",133000,"$24,080 ",-7.57%,-15.26%,-18.12%
1627,Crypto Sports,CSPN,"$206,919 ",206919,$0.08 ,"2,737,526 CSPN",2737526,$801 ,8.11%,22.01%,20.36%
1628,TrustDAO,TRUST,"$206,757 ",206757,$0.01 ,"18,123,679 TRUST *",18123679,"$7,112 ",1.76%,-20.35%,-39.34%
1629,Alpha Token,A,"$205,182 ",205182,$0.01 ,"28,731,759 A *",28731759,$54 ,2.24%,2.88%,1.84%
1630,GoByte,GBX,"$204,171 ",204171,$0.02 ,"8,536,985 GBX",8536985,"$3,562 ",5.84%,3.70%,1.74%
1631,Ties.DB,TIE,"$204,041 ",204041,$0.00 ,"40,820,992 TIE *",40820992,$?,1.78%,4.10%,6.64%
1632,Toast.finance,HOUSE,"$204,968 ",204968,$10.25 ,"20,000 HOUSE *",20000,$?,1.76%,-0.19%,-2.41%
1633,Pyrk,PYRK,"$202,469 ",202469,$0.02 ,"11,774,985 PYRK *",11774985,"$25,637 ",-5.53%,-8.20%,4.38%
1634,Opus,OPT,"$203,053 ",203053,$0.00 ,"140,080,549 OPT *",140080549,$?,1.79%,4.10%,16.75%
1635,Ellaism,ELLA,"$202,752 ",202752,$0.01 ,"37,797,335 ELLA",37797335,"$1,013 ",1.79%,-18.21%,26.81%
1636,Motocoin,MOTO,"$201,155 ",201155,$0.01 ,"19,642,673 MOTO",19642673,$?,1.78%,4.10%,14.84%
1637,ICE ROCK MINING,ROCK2,"$201,254 ",201254,$0.01 ,"15,724,272 ROCK2 *",15724272,"$58,286 ",-0.67%,-1.91%,-5.22%
1638,Cobinhood,COB,"$200,425 ",200425,$0.00 ,"410,999,847 COB *",410999847,$?,1.78%,4.10%,-14.69%
1639,Jarvis+,JAR,"$197,565 ",197565,$0.00 ,"108,157,249 JAR *",108157249,"$12,295 ",0.77%,-0.37%,7.79%
1640,PeepCoin,PCN,"$197,258 ",197258,$0.00 ,"141,286,602,135 PCN *",1.41287E+11,$0.72 ,-86.22%,-98.22%,-98.18%
1641,MARK.SPACE,MRK,"$196,280 ",196280,$0.00 ,"804,998,349 MRK *",804998349,$?,1.78%,4.10%,82.66%
1642,Helium Chain,HLM,"$195,839 ",195839,$0.01 ,"13,613,403 HLM",13613403,$?,1.78%,4.10%,6.64%
1643,Flowchain,FLC,"$194,475 ",194475,$0.22 ,"881,836 FLC *",881836,"$159,275 ",2.61%,-14.93%,-75.10%
1644,Zuflo Coin,ZFL,"$196,293 ",196293,$0.00 ,"64,944,573 ZFL *",64944573,"$34,369 ",1.43%,5.84%,6.55%
1645,RefToken,REF,"$194,774 ",194774,$0.19 ,"1,005,000 REF *",1005000,$?,2.24%,0.06%,-0.98%
1646,AllSafe,ASAFE,"$194,022 ",194022,$0.02 ,"9,145,370 ASAFE *",9145370,$380 ,1.79%,4.69%,9.51%
1647,InvestDigital,IDT,"$193,450 ",193450,$0.00 ,"73,904,357 IDT *",73904357,"$4,230 ",-2.20%,-2.82%,-3.88%
1648,RightMesh,RMESH,"$194,382 ",194382,$0.00 ,"71,148,517 RMESH *",71148517,$?,2.24%,0.06%,-0.98%
1649,Sentinel Chain,SENC,"$191,836 ",191836,$0.00 ,"197,269,666 SENC *",197269666,$608 ,0.02%,0.39%,-13.14%
1650,FuzeX,FXT,"$191,090 ",191090,$0.00 ,"915,627,153 FXT *",915627153,$42 ,2.24%,14.66%,-49.18%
1651,Sociall,SCL,"$189,907 ",189907,$0.01 ,"16,714,020 SCL *",16714020,$?,0.87%,-4.29%,-28.39%
1652,Emphy,EPY,"$190,626 ",190626,$0.02 ,"7,915,125 EPY *",7915125,$?,2.24%,0.06%,-0.98%
1653,Bitnation,XPAT,"$186,596 ",186596,$0.00 ,"27,289,427,652 XPAT *",27289427652,"$4,058 ",-0.16%,91.61%,78.44%
1654,Bittwatt,BWT,"$187,141 ",187141,$0.00 ,"307,006,848 BWT *",307006848,$6 ,1.79%,-13.25%,-33.35%
1655,Neuromorphic.io,NMP,"$186,801 ",186801,$0.09 ,"2,000,000 NMP *",2000000,"$81,094 ",1.60%,29.37%,75.17%
1656,Proton Token,PTT,"$186,410 ",186410,$0.00 ,"8,384,596,000 PTT *",8384596000,"$61,285 ",-3.04%,-7.81%,-31.24%
1657,Blocktix,TIX,"$185,308 ",185308,$0.00 ,"40,000,000 TIX *",40000000,$?,1.79%,4.10%,6.64%
1658,Bitzeny,ZNY,"$184,368 ",184368,$0.00 ,"75,614,500 ZNY",75614500,$39 ,1.79%,-0.86%,52.34%
1659,LIFE,LIFE,"$184,367 ",184367,$0.00 ,"86,454,878,952 LIFE *",86454878952,$?,2.24%,0.06%,-0.98%
1660,Maecenas,ART,"$183,670 ",183670,$0.00 ,"68,879,107 ART *",68879107,"$2,046 ",1.79%,22.71%,-20.07%
1661,Thisoption,TONS,"$175,653 ",175653,$0.72 ,"242,513 TONS *",242513,"$264,032 ",-8.17%,-21.73%,-32.14%
1662,MetaMorph,METM,"$182,440 ",182440,$0.00 ,"243,803,351 METM *",243803351,"$67,093 ",-13.79%,-9.33%,-39.35%
1663,AceD,ACED,"$179,766 ",179766,$0.00 ,"198,833,702 ACED *",198833702,"$14,057 ",5.22%,-25.59%,-38.48%
1664,Actinium,ACM,"$186,187 ",186187,$0.01 ,"25,243,050 ACM",25243050,"$512,133 ",20.42%,-1.99%,30.29%
1665,Taklimakan Network,TAN,"$176,641 ",176641,$0.00 ,"45,942,180 TAN *",45942180,"$42,467 ",0.82%,4.25%,4.31%
1666,iDealCash,DEAL,"$176,361 ",176361,$0.00 ,"1,446,608,662 DEAL",1446608662,$?,1.78%,4.10%,6.64%
1667,Masari,MSR,"$176,010 ",176010,$0.01 ,"14,294,363 MSR",14294363,$36 ,1.78%,4.10%,-3.05%
1668,Bitstar,BITS,"$172,717 ",172717,$0.01 ,"21,145,111 BITS *",21145111,$0.00 ,-29.69%,78.84%,83.20%
1669,Playkey,PKT,"$172,821 ",172821,$0.01 ,"14,461,944 PKT *",14461944,"$37,243 ",32.18%,9.15%,6.59%
1670,Helix,HLIX,"$171,628 ",171628,$0.01 ,"29,328,983 HLIX *",29328983,$0.59 ,1.78%,7.73%,6.43%
1671,HorusPay,HORUS,"$170,621 ",170621,$0.00 ,"872,861,114 HORUS *",872861114,$30 ,-0.16%,-11.67%,-27.35%
1672,DAV Coin,DAV,"$171,624 ",171624,$0.00 ,"691,906,124 DAV *",691906124,"$121,527 ",2.10%,-1.16%,-4.91%
1673,Kuende,KUE,"$170,516 ",170516,$0.00 ,"893,470,233 KUE *",893470233,$55 ,0.34%,0.72%,1.72%
1674,Centric Cash,CNS,"$170,318 ",170318,$0.00 ,"425,608,408 CNS *",425608408,"$124,051 ",1.17%,-1.34%,-13.39%
1675,GokuMarket Credit,GMC,"$169,638 ",169638,$0.10 ,"1,722,113 GMC *",1722113,"$15,298 ",1.78%,-2.26%,9.09%
1676,Blockpass,PASS,"$167,949 ",167949,$0.00 ,"167,223,762 PASS *",167223762,$78 ,0.81%,8.58%,-2.82%
1677,View,VIEW,"$166,831 ",166831,$0.00 ,"35,088,298 VIEW *",35088298,$256 ,1.79%,1.50%,-37.96%
1678,BetterBetting,BETR,"$165,875 ",165875,$0.00 ,"285,140,472 BETR *",285140472,$?,-0.16%,-12.45%,-30.10%
1679,Fantasy Sports,DFS,"$165,386 ",165386,$0.01 ,"28,745,205 DFS *",28745205,$?,2.03%,1.86%,-8.53%
1680,Matrexcoin,MAC,"$165,149 ",165149,$0.01 ,"22,176,440 MAC *",22176440,$0.03 ,1.76%,-6.97%,44.75%
1681,EXMR FDN,EXMR,"$164,951 ",164951,$0.03 ,"6,310,751 EXMR *",6310751,"$3,143 ",3.59%,6.56%,31.47%
1682,BitStash,STASH,"$161,169 ",161169,$0.00 ,"2,831,596,769 STASH *",2831596769,$?,2.24%,0.02%,-0.98%
1683,FedoraCoin,TIPS,"$161,093 ",161093,7.59E-07,"212,269,865,434 TIPS",2.1227E+11,$341 ,2.24%,0.06%,-33.98%
1684,PAL Network,PAL,"$160,385 ",160385,$0.00 ,"438,524,050 PAL *",438524050,$245 ,1.79%,56.15%,6.64%
1685,Baguette Token,BGTT,"$160,488 ",160488,$0.01 ,"14,077,779 BGTT *",14077779,"$6,129 ",0.04%,-6.73%,-5.16%
1686,SF Capital,SFCP,"$159,767 ",159767,$0.00 ,"99,999,500 SFCP *",99999500,"$6,137 ",-59.16%,-75.98%,-57.26%
1687,InterValue,INVE,"$159,493 ",159493,$0.00 ,"127,892,710 INVE *",127892710,$15 ,0.71%,8.89%,-4.10%
1688,Zeusshield,ZSC,"$159,538 ",159538,$0.00 ,"1,169,566,883 ZSC *",1169566883,$275 ,1.35%,-0.53%,-11.87%
1689,VikkyToken,VIKKY,"$157,588 ",157588,$0.00 ,"3,727,082,538 VIKKY *",3727082538,$?,1.80%,3.94%,3.01%
1690,DubaiCoin,DBIX,"$156,960 ",156960,$0.04 ,"4,263,172 DBIX",4263172,$208 ,-5.42%,-0.51%,-17.00%
1691,AMATEN,AMA,"$128,976 ",128976,$0.02 ,"7,571,323 AMA *",7571323,"$1,067 ",-17.77%,-15.39%,-43.26%
1692,EurocoinToken,ECTE,"$155,402 ",155402,$0.04 ,"4,248,987 ECTE *",4248987,$?,1.78%,4.10%,6.64%
1693,DeVault,DVT,"$154,349 ",154349,$0.00 ,"301,442,738 DVT",301442738,$533 ,1.78%,-2.84%,-13.87%
1694,Limitless VIP,VIP,"$153,588 ",153588,$0.00 ,"1,259,816,434 VIP *",1259816434,$0.00 ,1.79%,4.10%,6.64%
1695,Noir,NOR,"$153,503 ",153503,$0.01 ,"20,337,766 NOR",20337766,$392 ,1.72%,11.12%,13.83%
1696,adToken,ADT,"$153,481 ",153481,$0.00 ,"794,000,000 ADT *",794000000,$163 ,1.29%,-47.66%,-56.19%
1697,XcelToken Plus,XLAB,"$153,557 ",153557,$0.00 ,"11,794,840,241 XLAB *",11794840241,"$34,982 ",-11.85%,14.30%,-15.32%
1698,Zilla,ZLA,"$153,172 ",153172,$0.00 ,"60,000,000 ZLA *",60000000,$140 ,1.78%,-0.92%,-7.73%
1699,Halving Coin,HALV,"$153,052 ",153052,$0.13 ,"1,220,036 HALV *",1220036,"$1,792 ",3.80%,-30.89%,-29.35%
